Number of Iterations: 191
X Poses,Y Poses
Iteration 48,"[[-1.198749035958278, -0.6851027458474593, -1.0123559359265242, 0.14856810212275495, -0.11040217019310461], [-0.2864058311272331, -0.4171262158367044, 0.4098961078288801, 0.3111916663232013, -0.3483541192482419]]"
Iteration 49,"[[-1.1972092855371759, -0.6791084962318605, -1.0119422801891225, 0.15497191131285235, -0.10495867040080913], [-0.286809517814729, -0.41965906864212965, 0.40932835659495914, 0.31070363413505303, -0.35204496959484416]]"
Iteration 50,"[[-1.1956742591647824, -0.6731591163824934, -1.0115161795802659, 0.1613751093198586, -0.09950799221265519], [-0.2872318686427163, -0.4220643591102719, 0.40874422299196794, 0.3102401113885156, -0.3557367361788616]]"
Iteration 51,"[[-1.1941293814159049, -0.6672741389500446, -1.0111058179325216, 0.16777039587574408, -0.09404024415688131], [-0.28767105353715766, -0.424278282265351, 0.4081466465282324, 0.30980970426671633, -0.35942715500656086]]"
Iteration 52,"[[-1.192568856486262, -0.6614983517923672, -1.0106459719440524, 0.1741579544035029, -0.08856899916949187], [-0.2881437290772986, -0.4264246750879647, 0.4074963611588169, 0.309413327432485, -0.3631132272105738]]"
Iteration 53,"[[-1.190968554942492, -0.6558410623894038, -1.0101421926678662, 0.18054422035961265, -0.08309848652734406], [-0.28855424949532604, -0.42859255258324225, 0.40689586736855166, 0.30904475783919966, -0.3667947409941367]]"
Iteration 54,"[[-1.189355482338459, -0.6502724358672571, -1.009611538339442, 0.1869226605503238, -0.07763136007271573], [-0.28895099833968774, -0.43067049219970477, 0.4062826376060086, 0.30871157528217075, -0.3704583183564852]]"
Iteration 55,"[[-1.1877653354102835, -0.6448060677204324, -1.0091013245198537, 0.19330001700280935, -0.07216418728049646], [-0.28940533628643794, -0.43262044601961125, 0.4056007680036671, 0.30840728022837505, -0.37411416651985124]]"
Iteration 56,"[[-1.1861130194212857, -0.6394038716769531, -1.0085786480092598, 0.19967612353914113, -0.06669593653193213], [-0.28986189012998903, -0.4345540564688879, 0.404935515774876, 0.30813222855411626, -0.3777651857643337]]"
Iteration 57,"[[-1.1844164775165908, -0.6340797977493152, -1.0079819729161046, 0.20605031023288117, -0.06122776701224318], [-0.2902994422692699, -0.4365304439572137, 0.40425026067045955, 0.3078873279185851, -0.3814054148317242]]"
Iteration 58,"[[-1.1827590518218187, -0.6288549374274609, -1.0073626119544228, 0.21241979626269852, -0.055759710587689644], [-0.2907208371707343, -0.43835388797431624, 0.40354239198291375, 0.3076758311894937, -0.38503223403640957]]"
Iteration 59,"[[-1.1810738283260902, -0.6236982572376988, -1.0067143739182753, 0.2187844537752029, -0.05029247249918293], [-0.2911519785181801, -0.44008229428208645, 0.40283736942418297, 0.3074984064408929, -0.38863944027700414]]"
Iteration 60,"[[-1.1793628304865365, -0.6186298198016125, -1.0059955102974765, 0.22514425198879018, -0.04482366146491141], [-0.29154413372459437, -0.441799726416119, 0.4021450124134064, 0.30735560119478533, -0.3922330897689635]]"
Iteration 61,"[[-1.1776697899752828, -0.6136741061425585, -1.0052118131329841, 0.2315017749617611, -0.03935374672085716], [-0.2919054437890069, -0.4434855920094495, 0.40144827760221197, 0.30724517222575903, -0.39580868510568895]]"
Iteration 62,"[[-1.1759641656179958, -0.6087850601986822, -1.0043335755274114, 0.23785834708927606, -0.03388136426638772], [-0.29228498456992186, -0.445119361006267, 0.4007172337776959, 0.307165907456034, -0.39936874425870467]]"
Iteration 63,"[[-1.1742345699115138, -0.6039478255644132, -1.0034418182345703, 0.24420821956500952, -0.028406202004129598], [-0.2926523760251369, -0.44668216651277565, 0.39999360946654144, 0.30712377635038046, -0.40291217943518454]]"
Iteration 64,"[[-1.1724940510636856, -0.5991732835182173, -1.0025501382957742, 0.25055954484882104, -0.022923964285137564], [-0.29301895842882486, -0.4481885036422143, 0.3992613901571475, 0.3071110096425563, -0.40645513081277124]]"
Iteration 65,"[[-1.170709742757925, -0.594431561523604, -1.0016182139143155, 0.25691715708777824, -0.017435696159079778], [-0.29336676863279443, -0.4496432268462973, 0.39854251119135875, 0.30712240065064006, -0.40999529481325847]]"
Iteration 66,"[[-1.168925910688946, -0.5897712407267789, -1.0006739100558095, 0.26326618013692515, -0.011945027883508645], [-0.2936880837563792, -0.4510890904000612, 0.3978270821932155, 0.30717212931696536, -0.41351847138098174]]"
Iteration 67,"[[-1.1671674041405704, -0.5851864816353431, -0.9997226501260008, 0.2696144727328238, -0.006449349752025463], [-0.29401865253661197, -0.45244403971667374, 0.3970928443134975, 0.30725308856933414, -0.41703312601938664]]"
Iteration 68,"[[-1.1654321587446166, -0.580709996961996, -0.9987543770173183, 0.2759642075867434, -0.0009466746185149907], [-0.294329621003846, -0.45377808445915363, 0.39637788514923133, 0.30736302417283196, -0.4205475813064103]]"
Iteration 69,"[[-1.1636600122965337, -0.5762722534991526, -0.9977665953415931, 0.2823007375950637, 0.004556695685622232], [-0.29462432687180173, -0.4550797933984758, 0.39569165109443133, 0.3075159255173716, -0.4240374918204298]]"
Iteration 70,"[[-1.1618933302089305, -0.5718616620104285, -0.9967686385102712, 0.28863854031782227, 0.010063783811993458], [-0.2949084483204847, -0.45620737734575423, 0.39499581860803695, 0.30769887399121165, -0.427510901403433]]"
Iteration 71,"[[-1.1601577831711658, -0.5675368082214847, -0.9957567274630127, 0.29497571080900015, 0.015578274430011613], [-0.2951786115776782, -0.45722232004104035, 0.3943043231801759, 0.30791332678901606, -0.43098108704391225]]"
Iteration 72,"[[-1.15840728578327, -0.5632257443437106, -0.9947299962179318, 0.30131442760701244, 0.021099654189231522], [-0.2954525566871914, -0.45803824322637016, 0.39362067679126117, 0.3081570227363844, -0.43444763178021345]]"
Iteration 73,"[[-1.156596100050044, -0.5589216262324602, -0.9937351832614959, 0.3076398311561903, 0.026623188838704355], [-0.29577335661692844, -0.45886677537946324, 0.39290530695343295, 0.30844351019565464, -0.4378926109231801]]"
Iteration 74,"[[-1.1548124674429405, -0.5547177299991375, -0.9926833353284829, 0.3139587152659476, 0.03214985633171494], [-0.2960780793407708, -0.4597917625934629, 0.3921614790096175, 0.30876745684451845, -0.44131662428568613]]"
Iteration 75,"[[-1.153043474624517, -0.5505808184540626, -0.9916205318674701, 0.3202699215432641, 0.037681106293371854], [-0.2963989905485552, -0.46074034380141204, 0.39140574159585867, 0.30913022249140054, -0.44472262129538087]]"
Iteration 76,"[[-1.1512432591258237, -0.5464865301619242, -0.9905475864581239, 0.32657641140630755, 0.04321744808546729], [-0.29670454085674636, -0.46175477124929515, 0.39067622873723834, 0.3095294789876816, -0.4481107775518445]]"
Iteration 77,"[[-1.149403590660347, -0.5424158288467316, -0.9894615127570273, 0.3328557545470649, 0.048752393682488716], [-0.2969684670715349, -0.4628170293780128, 0.38998178643759446, 0.3099854744048163, -0.45145380765543563]]"
Iteration 78,"[[-1.147525644795028, -0.5383224106140733, -0.9883509082101951, 0.3391335407384826, 0.05429288205350549], [-0.2972449684376766, -0.4638178749780732, 0.3892614373586484, 0.3104774531465126, -0.45477075025078356]]"
Iteration 79,"[[-1.1455753630834076, -0.534067554178645, -0.9872424543226676, 0.3454338595144659, 0.05984464161905674], [-0.2975955350468258, -0.4644145995124413, 0.38846917599385417, 0.31098392820444737, -0.45808104230820784]]"
Iteration 80,"[[-1.1436275550653319, -0.5298980878705439, -0.9861210260419276, 0.3517233919043369, 0.06540540560801195], [-0.2978858119364773, -0.4650757147346669, 0.38770694140941847, 0.3115314405598193, -0.46137816885617905]]"
Iteration 81,"[[-1.1417519791611968, -0.5258522360605322, -0.9849564242700839, 0.35800709529578634, 0.0709746287507917], [-0.2981535257823875, -0.4657495043940578, 0.3869410953988899, 0.3121162394614114, -0.46466051130213454]]"
Iteration 82,"[[-1.1398977487573414, -0.5218941610098315, -0.983737367216506, 0.36429787454460505, 0.07655500718976749], [-0.2984065251771483, -0.4664386942828351, 0.3862008642786844, 0.31272740192108534, -0.4679382104435157]]"
Iteration 83,"[[-1.1380820371441314, -0.5180127960874079, -0.9825172047929155, 0.3705789839282179, 0.08214192224543365], [-0.2986677683799089, -0.4670973316642641, 0.3854518501220401, 0.31337793280196985, -0.4711965424241088]]"
Iteration 84,"[[-1.136338983716141, -0.5142638003678565, -0.9812895684173857, 0.3768623935592087, 0.08774208314252448], [-0.29891002623419083, -0.4677679436635873, 0.3847191529649538, 0.314058235112156, -0.47445895818893236]]"
Iteration 85,"[[-1.134584644938081, -0.5105950032509903, -0.9799663608060026, 0.38313946282819095, 0.09334871762230161], [-0.2991523906731337, -0.46855784261363986, 0.38399524902126797, 0.31477473346811996, -0.4777051265021119]]"
Iteration 86,"[[-1.1328778305634415, -0.5070074917817341, -0.9786433239568061, 0.3894067087763902, 0.09895988330562064], [-0.2993840918162848, -0.46934961516032186, 0.383267520590943, 0.3155302989442814, -0.480927336522115]]"
Iteration 87,"[[-1.1310939525549024, -0.5032822297252217, -0.9772728952730383, 0.3956789172118932, 0.1045792082888202], [-0.2996490119522982, -0.4697726063862726, 0.3825316993079977, 0.316313347279803, -0.484136184347529]]"
Iteration 88,"[[-1.1292455339875176, -0.49949477092276545, -0.9759501769333905, 0.40194882668742576, 0.11020482479949781], [-0.29990955844742606, -0.4700553330749689, 0.38179766253481984, 0.31712871855689545, -0.48732529795548574]]"
Iteration 89,"[[-1.1273705884036394, -0.4956917482663059, -0.9746748393797343, 0.40819159221720075, 0.11583143644776882], [-0.30017027244823646, -0.470289359470072, 0.38105650941927827, 0.3179956108211331, -0.4904749504882234]]"
Iteration 90,"[[-1.1254958695870565, -0.4919319312840886, -0.9734356312011939, 0.4144014922967039, 0.12145681745773648], [-0.30039868924630325, -0.47056897785432283, 0.3803467234516066, 0.3189200829843372, -0.49357216470074416]]"
Iteration 91,"[[-1.1235996989432777, -0.48820773355120994, -0.9721928388626464, 0.4206204263192631, 0.1270807188996164], [-0.30064631929412333, -0.470991657379683, 0.3796221711384957, 0.3198719415543496, -0.4966087774490186]]"
Iteration 92,"[[-1.1216981817221672, -0.4845245729934904, -0.9709685080573849, 0.4268398705600817, 0.13269639901858848], [-0.30090579893274305, -0.4715675791883752, 0.3788844877865918, 0.3208562909036398, -0.49955418062125156]]"
Iteration 93,"[[-1.1198579551529106, -0.48094267535292234, -0.9696966063101444, 0.4331016729569561, 0.13831846107015613], [-0.30110616090663106, -0.47220770215084606, 0.3781812566165712, 0.3218411394079996, -0.502444036160885]]"
Iteration 94,"[[-1.1180088605664713, -0.47733406115447125, -0.9684226840819319, 0.43936265839102245, 0.14395898497102186], [-0.30131312030697216, -0.472645577096244, 0.37749553476454123, 0.3228545129889082, -0.5053129148831478]]"
Iteration 95,"[[-1.1161404989229828, -0.4737246025107139, -0.9671037822937998, 0.44565862986601845, 0.14961716349616677], [-0.30149683182040476, -0.47299317734570545, 0.3768254206169206, 0.3238696821488189, -0.5081603410174824]]"
Iteration 96,"[[-1.114263228089468, -0.47013138754033995, -0.9657385965782778, 0.45195415654767007, 0.15528278597932055], [-0.30164854421721266, -0.47330140443325586, 0.37617287683011436, 0.32490903580287045, -0.5109563445121384]]"
Iteration 97,"[[-1.112389447254213, -0.46655119006978485, -0.9643036514773659, 0.4582512579154083, 0.1609516456940839], [-0.3018012702076993, -0.47355382640747884, 0.375500787361566, 0.3259706931034712, -0.5136847238718554]]"
Iteration 98,"[[-1.1105170991388134, -0.46299040860505986, -0.9628239354763698, 0.464555690766411, 0.16662722200109292], [-0.3019340685819138, -0.4737600715169919, 0.374841344682572, 0.32704995326989306, -0.5163504570335521]]"
Iteration 99,"[[-1.1086608407201466, -0.4594356519673066, -0.9613092403182361, 0.47087483349858555, 0.17231562764144884], [-0.30209026804101596, -0.473855233667658, 0.374149063937747, 0.3281405351441416, -0.5189675691036351]]"
Iteration 100,"[[-1.1068324414723523, -0.45595537078902254, -0.9597503821125287, 0.47718519623791567, 0.17800584379108617], [-0.3022330198232607, -0.4740079423418886, 0.3734624405368615, 0.32925731302820344, -0.5215032530745147]]"
Iteration 101,"[[-1.1050112140426065, -0.45250275672116125, -0.958241465879985, 0.48350363786074274, 0.1837197132502623], [-0.30237337939991077, -0.4741341111658868, 0.3727988490230924, 0.3303888432989039, -0.5240130422433517]]"
Iteration 102,"[[-1.103181178558239, -0.44903938776862895, -0.9567837248438167, 0.48980391056620115, 0.1894463724297931], [-0.30252305249524153, -0.4741723181796151, 0.37214309622764635, 0.3315522279730315, -0.5264699916708688]]"
Iteration 103,"[[-1.100296004179069, -0.44610792290404244, -0.9553829505113722, 0.49609108667710317, 0.19502056519388078], [-0.30294080758182695, -0.47393872064617165, 0.37145926851821265, 0.33274506470332615, -0.5286526251051705]]"
Iteration 104,"[[-1.0970503042861137, -0.44322769941924983, -0.9540401540511271, 0.5023524926978493, 0.20028085004761978], [-0.3032910623013467, -0.4737328233130329, 0.37056911336015524, 0.33397660569386023, -0.5307170240218964]]"
Iteration 105,"[[-1.0936965754116517, -0.44039854104544757, -0.9527406256988686, 0.5086225124148299, 0.20542282413617519], [-0.30358526878379183, -0.4735568761860974, 0.3696433810751408, 0.33522521251512194, -0.532696802549055]]"
Iteration 106,"[[-1.0903403018170341, -0.43759681271178114, -0.9514773788173668, 0.5148452129699456, 0.2104682605961244], [-0.3038691218495006, -0.47331337246749905, 0.3687013737752787, 0.33652712803142093, -0.5345622265681936]]"
Iteration 107,"[[-1.087035626934382, -0.4348237597237499, -0.9502468382945793, 0.5209728578745643, 0.21540866473157366], [-0.30415941209009345, -0.47296442089372887, 0.36775175447871966, 0.3379170193252611, -0.5363353831196915]]"
Iteration 108,"[[-1.0837457721809542, -0.43205343048095685, -0.9490724687706692, 0.5269866129557678, 0.2202786086609991], [-0.3044755878542504, -0.47265200663798224, 0.36680605658330223, 0.33934707221454996, -0.5380225019361679]]"
Iteration 109,"[[-1.0805007876243795, -0.4293452916192242, -0.9478766588589682, 0.5328361382966347, 0.22504967952214833], [-0.30475081119501163, -0.4723769406666729, 0.36589687202278764, 0.3407326158450585, -0.5396148195802454]]"
Iteration 110,"[[-1.0772453765331507, -0.4265989442478686, -0.9465808356017219, 0.5386292998735563, 0.2297955273062226], [-0.305018737551923, -0.4720280541235851, 0.3649947670043903, 0.34205586772541197, -0.5411056028597816]]"
Iteration 111,"[[-1.0740245441545748, -0.4238971986542176, -0.9451822669015851, 0.5443307081107966, 0.23445403932706488], [-0.3052440765429697, -0.471649925848503, 0.36410879793057876, 0.34332584845986897, -0.5425527218599001]]"
Iteration 112,"[[-1.0708246823877008, -0.42122891594542633, -0.9435724505405344, 0.5500656139229145, 0.23903215043833276], [-0.3054681591701087, -0.47135376522119093, 0.36319426859171366, 0.34454465838453013, -0.5439055400472229]]"
Iteration 113,"[[-1.0676459055367942, -0.41858660845270296, -0.9418645285823081, 0.5557272883443325, 0.2435495378302434], [-0.305674437707527, -0.47107812162234786, 0.3622871593418703, 0.34578584351510855, -0.5451836411429113]]"
Iteration 114,"[[-1.0644659631645197, -0.41590024220909455, -0.9402110852150237, 0.5612160120854759, 0.24805745077248134], [-0.30592669192977484, -0.4706939680781501, 0.3613568948151774, 0.3470068936399732, -0.5464086477884667]]"
Iteration 115,"[[-1.0613462545416967, -0.41325930062940647, -0.938602051852707, 0.5665319545947907, 0.2524786172592628], [-0.3061662037126869, -0.47023220902289636, 0.3604428755084151, 0.34823161787908996, -0.547589859170811]]"
Iteration 116,"[[-1.0583015667366271, -0.41067297786626633, -0.9370342117248434, 0.5717156418979389, 0.2567895048293122], [-0.30639849369044647, -0.469751211624821, 0.35955409222264584, 0.34944928059651265, -0.5486827575443104]]"
Iteration 117,"[[-1.0552446504152575, -0.40807347680543643, -0.9355367409683607, 0.5767292763117711, 0.2610731920040519], [-0.3066438250623512, -0.4693702119587466, 0.3586958627371943, 0.3506521970327765, -0.5497172259888864]]"
Iteration 118,"[[-1.052186998975103, -0.4054600849446073, -0.9340457377711631, 0.581611175717424, 0.2653487593579843], [-0.3069119692712949, -0.46893782922434446, 0.357817564165017, 0.35182787107975416, -0.5507345778628733]]"
Iteration 119,"[[-1.0491767336285944, -0.40292223756726536, -0.9325916291939864, 0.5863264781947206, 0.269530127168555], [-0.3071246658531208, -0.4685607272612955, 0.35699806512822757, 0.3529924782912334, -0.5516703017927173]]"
Iteration 120,"[[-1.0462265945414304, -0.40042175401640934, -0.9311735028909843, 0.5909057374856068, 0.27362262264597953], [-0.30733165237760385, -0.4681350158686502, 0.3561978390701037, 0.35416340699550264, -0.5525572452968195]]"
Iteration 121,"[[-1.0433020686739591, -0.3979275256609821, -0.929790029841717, 0.5953339385160351, 0.27765995423661777], [-0.3075424273963489, -0.467704802685594, 0.35541789696778875, 0.3552957071663044, -0.5534365191947063]]"
Iteration 122,"[[-1.0403450565258683, -0.39540654424376465, -0.9284124728278063, 0.5996225019225256, 0.28170900770430024], [-0.30776327836988226, -0.4673369772111042, 0.35464651727887775, 0.3564400088713625, -0.5542360887430178]]"
Iteration 123,"[[-1.0374283158853101, -0.39293143552300086, -0.927069833396795, 0.6037628546108574, 0.2857027500359194], [-0.30797125130079045, -0.46693710274230377, 0.3538820730117855, 0.35760056463120843, -0.5549917147803725]]"
