Number of Iterations: 245
X Poses,Y Poses
Iteration 33,"[[-1.2758066412751101, -0.8760084714408388, -0.9787418206963425, 0.05744618569918798, -0.1759443791032182], [0.3181096574334089, 0.43738766566953896, -0.5139224344217818, -0.3616658609051136, 0.27810705255357515]]"
Iteration 34,"[[-1.276867870831234, -0.8736137573388857, -0.9784708053015315, 0.06396592682840677, -0.1700345861974892], [0.3190948858071509, 0.4406813033154638, -0.5159067146150047, -0.3621534580786261, 0.2808720930630183]]"
Iteration 35,"[[-1.2778942291085045, -0.8712106425516112, -0.9781185160818721, 0.07049437482166035, -0.1641126717034237], [0.32004839159957155, 0.44387620414165657, -0.5178419778264476, -0.3626410641239712, 0.2836400889831936]]"
Iteration 36,"[[-1.2788434000029902, -0.8688135537479698, -0.9777778492372287, 0.07701387669157406, -0.1581738370787298], [0.3209635579203805, 0.4469855880490581, -0.5197134234595697, -0.3631423366426468, 0.28640825894795413]]"
Iteration 37,"[[-1.2797614817820486, -0.8664233621482339, -0.9773591179394955, 0.08353685442390403, -0.15222018105562507], [0.3218490382359864, 0.4499358759545079, -0.5215310942910583, -0.36364787653127795, 0.2891758886259637]]"
Iteration 38,"[[-1.2805981129303714, -0.864051546372605, -0.9769406559391359, 0.09005543376844516, -0.1462581890324833], [0.3226729018533569, 0.45287337846173176, -0.5232456968515762, -0.36416375180837846, 0.2919439588314361]]"
Iteration 39,"[[-1.2814076400414722, -0.8616421686779888, -0.9764478833427496, 0.09657564007277378, -0.1402803369282792], [0.3234698107773404, 0.45565900243848534, -0.5249035585630123, -0.36468539321215154, 0.2947091641622125]]"
Iteration 40,"[[-1.2821319558080637, -0.8592903351158682, -0.9759713629106821, 0.10309523071278835, -0.13429717043615705], [0.3241828044977644, 0.4584239430119612, -0.5265068381478268, -0.3652144024310225, 0.2974738546314498]]"
Iteration 41,"[[-1.2828336310513475, -0.8569392959572864, -0.975464795927435, 0.1096146810323607, -0.12830302575125666], [0.32487209939740463, 0.4610548541822157, -0.5280673566805898, -0.3657503845387656, 0.30023489262055836]]"
Iteration 42,"[[-1.2835139307677244, -0.8546266161591644, -0.9749334635564048, 0.11612410672570576, -0.12231599605210244], [0.3255382596702122, 0.46357504052332776, -0.5295580243608857, -0.3663013730991631, 0.3029778911634287]]"
Iteration 43,"[[-1.2841534934101575, -0.8522877891806282, -0.9743252133070732, 0.12264556610867865, -0.11633071318673821], [0.3262591565588512, 0.4660113920169354, -0.5310397228964089, -0.3668503335860937, 0.30571293122030613]]"
Iteration 44,"[[-1.2847871280507503, -0.8499541495128429, -0.9736602727242591, 0.12915694464761998, -0.11035031641434856], [0.3268655988569744, 0.468311957970476, -0.532480192249507, -0.3674139420510065, 0.30843094132412335]]"
Iteration 45,"[[-1.2853740188149128, -0.8476147476526287, -0.9729241509836707, 0.13567701410991514, -0.10437004210890602], [0.32750308200041706, 0.47049090159822815, -0.5339047928166681, -0.3679779250608978, 0.3111410962669483]]"
Iteration 46,"[[-1.2859079405554845, -0.8452341854367231, -0.9721401337336796, 0.142193693912808, -0.09839067813010027], [0.32814529515435814, 0.47256716733498233, -0.5352176636635049, -0.3685510935358749, 0.31384062671886376]]"
Iteration 47,"[[-1.286334165913069, -0.8428261950611642, -0.9712985670022564, 0.14871205308933735, -0.0924107200325839], [0.328743471926312, 0.47463724526298995, -0.5364788613577182, -0.36912962950276096, 0.31653205450262745]]"
Iteration 48,"[[-1.2866896698854198, -0.8404398182457761, -0.9704021819481471, 0.15523129518636417, -0.08642987211383768], [0.32927424951199163, 0.4766649277607582, -0.5376663135644257, -0.36971392818738613, 0.3192154629608042]]"
Iteration 49,"[[-1.2870331750247126, -0.8380506714415362, -0.96948842764228, 0.16175093961433948, -0.08045107174983379], [0.32978762750392987, 0.4786098001785093, -0.538836509887543, -0.37030421400447605, 0.3218829824169904]]"
Iteration 50,"[[-1.287365112167897, -0.8356552201079199, -0.9685470480368934, 0.16826323363129927, -0.07447683723507922], [0.33028416634085317, 0.48057543023098076, -0.5399207601279572, -0.37090660664300834, 0.3245264360161903]]"
Iteration 51,"[[-1.2876858978039483, -0.8332788093085663, -0.9675903745044475, 0.1747744247830805, -0.06849919117139766], [0.33076440790628225, 0.48235838365789874, -0.5409871544579221, -0.3715167844065307, 0.3271622899770023]]"
Iteration 52,"[[-1.2879883439015283, -0.8309806128800864, -0.9665986181837963, 0.1812854660186164, -0.06251832894361536], [0.331149162148349, 0.4840829178939433, -0.5420416785868093, -0.37213401930110124, 0.32979009558393335]]"
Iteration 53,"[[-1.288280657926297, -0.8285904133793147, -0.965593610626603, 0.18779846374197265, -0.05654190844682518], [0.33152129338090314, 0.48574501964846456, -0.5430752901180868, -0.37275656547900843, 0.33239106372082333]]"
Iteration 54,"[[-1.2885632138191612, -0.8262787961198766, -0.9645799281532202, 0.194309286773237, -0.050561258418669035], [0.33188120264332993, 0.48735273332204676, -0.5440612044819361, -0.37338743202846425, 0.33498299195897774]]"
Iteration 55,"[[-1.2888363526445337, -0.8240116146039728, -0.9635541452450801, 0.20082016957242643, -0.04457625040007328], [0.33222928497992354, 0.48885338215683893, -0.5450245010420597, -0.37402498893514013, 0.3375662836728735]]"
Iteration 56,"[[-1.2891003755492274, -0.8209609312201358, -0.9625207836333805, 0.20732690949669305, -0.03854483788002909], [0.33256593254794486, 0.4901782854346916, -0.5459385887382162, -0.3746724813115112, 0.34024480001321844]]"
Iteration 57,"[[-1.2893556250840876, -0.8178868155254092, -0.9614276955533367, 0.21383877077686456, -0.03252324769867217], [0.33289150692349373, 0.49138397331565054, -0.5468610685665202, -0.37532292540506057, 0.3429268810782448]]"
Iteration 58,"[[-1.2894307638779012, -0.8147072542145359, -0.9602970767655159, 0.22034249138061984, -0.026495172363386693], [0.3331954806371804, 0.49261982743756616, -0.5476947825412123, -0.37598617886921604, 0.34560742845772097]]"
Iteration 59,"[[-1.2894668507015163, -0.8113595112829488, -0.9590755805447773, 0.2268490118953015, -0.02046560513296171], [0.3336247343298121, 0.4937155719164798, -0.5484984983721042, -0.37665437817079794, 0.348282132233141]]"
Iteration 60,"[[-1.2895017049761235, -0.8080373798078818, -0.9578545359058377, 0.23335550592173657, -0.014435371737552355], [0.33403984857951624, 0.49473524629914756, -0.5492511802699759, -0.37732937074570955, 0.3509575407278455]]"
Iteration 61,"[[-1.2895353805080472, -0.8047025225304655, -0.9565833098161134, 0.2398706069477599, -0.008404770150245738], [0.33444128441283655, 0.4956401544101317, -0.5500019621522418, -0.3780043107379418, 0.3536331457198773]]"
Iteration 62,"[[-1.2895723131460246, -0.801335612619882, -0.9553147432167088, 0.2463831125853054, -0.0023765776052395993], [0.33482795711512925, 0.49649752132434233, -0.5506990196851043, -0.3786870007486359, 0.3563023268958635]]"
Iteration 63,"[[-1.289639049902675, -0.797972859491445, -0.9539547926881116, 0.25290354257830094, 0.0036457310569827164], [0.33510970434850845, 0.4973090046952672, -0.5514124544647874, -0.3793694230447806, 0.35895554373142335]]"
Iteration 64,"[[-1.2897025359081455, -0.7945983937512457, -0.9526394538058518, 0.2594315488174739, 0.009660254471810688], [0.3353825178881842, 0.4980362382985545, -0.5521035056133209, -0.38005096730636373, 0.3615854276195736]]"
Iteration 65,"[[-1.2897338786185828, -0.7910970608862269, -0.9512648436760304, 0.2659607284285884, 0.015662403636608934], [0.3355777564128503, 0.4986769538778181, -0.5528149473145771, -0.380735777525085, 0.3641771076027053]]"
Iteration 66,"[[-1.2897284248525742, -0.7875738072266558, -0.9499352996880724, 0.27249573548325645, 0.021660389143493518], [0.3359149692533074, 0.49922368270509104, -0.5535036889546983, -0.38142006484822355, 0.366744268969427]]"
Iteration 67,"[[-1.289657356183135, -0.7838985637103495, -0.9485619076127977, 0.2790469442934544, 0.027652181266790515], [0.33629546954246187, 0.4997421534745491, -0.5541695564622298, -0.38209512492019887, 0.3692790723664941]]"
Iteration 68,"[[-1.289544586271957, -0.7801915232887198, -0.9472335238758982, 0.2856115415852394, 0.033646409773276875], [0.3366562468649388, 0.5001780448331955, -0.5548144865747321, -0.38275786195276196, 0.37179802627017283]]"
Iteration 69,"[[-1.2893843780106848, -0.7764239421578205, -0.9458284952898541, 0.2921543744779213, 0.039643318714381745], [0.33697533670672336, 0.5005777575545353, -0.5553943795205594, -0.38339494425457726, 0.37430089801974276]]"
Iteration 70,"[[-1.28917114378646, -0.7725943655258161, -0.9444323469206132, 0.2986868621346492, 0.04564319580176208], [0.337231818257983, 0.5010325018613824, -0.5559237524224087, -0.3840163400011916, 0.3767876011157598]]"
Iteration 71,"[[-1.2889518246421674, -0.7687260907114222, -0.9429490102436399, 0.30520080542301314, 0.051643464718068494], [0.337570043871677, 0.501387911039319, -0.5564522188576031, -0.3846109215315178, 0.37925141997593714]]"
Iteration 72,"[[-1.2887293700956957, -0.764813626771754, -0.9414408338164675, 0.3117112760197293, 0.05764220661257269], [0.33788309506485126, 0.5017363533580942, -0.5569669539168153, -0.3851933613801278, 0.3816861832487386]]"
Iteration 73,"[[-1.288486581405638, -0.7609126098734719, -0.9398909657134724, 0.3182041593836593, 0.06364575132351427], [0.3382302765430209, 0.5020150742768114, -0.5574946339120328, -0.3857467484336622, 0.3841039705360974]]"
Iteration 74,"[[-1.28821708643657, -0.756871265265918, -0.9383522878452386, 0.3247174630676382, 0.0696407181432535], [0.3385880591631173, 0.5022529951961452, -0.5579777694550593, -0.3863122657064598, 0.3864738123794294]]"
Iteration 75,"[[-1.2879556772079428, -0.7528002640677995, -0.9367741145415069, 0.33123140114179933, 0.07563190835709355], [0.33893412767387965, 0.5024087809220548, -0.5584673987330042, -0.38686999925432114, 0.38880152165529314]]"
Iteration 76,"[[-1.2876606802897297, -0.7487128103861889, -0.9352048214443255, 0.3377516565651994, 0.08161705834001365], [0.3392687109945548, 0.5025475151509078, -0.5589359468266362, -0.38742647288058824, 0.39107841859102366]]"
Iteration 77,"[[-1.287355561011945, -0.7446245416163438, -0.9336405069035221, 0.34427062087243043, 0.08759978791865683], [0.3396648759084471, 0.5026518859125191, -0.5594098196707978, -0.38797380659725655, 0.3933081550366367]]"
Iteration 78,"[[-1.286987102771126, -0.7405220801542448, -0.9320850289766928, 0.35078130462685936, 0.09358755354686549], [0.3400758803906037, 0.5026842653563559, -0.5598594604481598, -0.38850375466882653, 0.39550380811627284]]"
Iteration 79,"[[-1.2866307477633512, -0.7363885379295547, -0.9305344946683153, 0.3572783242869243, 0.09958741959035045], [0.3404734770524667, 0.5026312360881781, -0.5603112587041654, -0.3890089258041042, 0.39767964425382635]]"
Iteration 80,"[[-1.2862532545152647, -0.7322353847153807, -0.9289927532541867, 0.36376861716663744, 0.10559558415926171], [0.3408861399263165, 0.5025528160692166, -0.5607358675906021, -0.3894951871350883, 0.39982850611089676]]"
Iteration 81,"[[-1.2858705438087348, -0.7281167899975148, -0.9273768879604929, 0.3702416850368671, 0.11161564869305651], [0.34136315224945735, 0.5024331141133674, -0.5611119816468041, -0.3899496448508011, 0.40195800694025335]]"
Iteration 82,"[[-1.2854480333096339, -0.7239344066349568, -0.9257991454358316, 0.3767128521475325, 0.1176415701865633], [0.34178077359771053, 0.5023187285311017, -0.5615199558044509, -0.39038711065436155, 0.4040564517713581]]"
Iteration 83,"[[-1.2849778361740964, -0.7196908219640225, -0.9242318945542946, 0.3831895393018993, 0.12367137914337031], [0.34224635065084097, 0.5021484907331231, -0.5618950782237814, -0.39081554721502965, 0.4061190862402544]]"
Iteration 84,"[[-1.2845231179853358, -0.715338512185737, -0.9226712016586469, 0.38967684910619127, 0.12970336760227086], [0.34269679672118253, 0.5019109323327817, -0.562263696156852, -0.3912412955849493, 0.40814120110782637]]"
Iteration 85,"[[-1.2840350512790233, -0.7109025374664988, -0.9210728197098477, 0.3961635836840064, 0.13573825771696144], [0.3432490033019996, 0.501592577967052, -0.5626275423640286, -0.3916532465050035, 0.41012261610249895]]"
Iteration 86,"[[-1.2835181180430202, -0.7064574678173725, -0.9194425462688425, 0.40264472440465543, 0.14178000171920127], [0.3437675319640632, 0.5012311667880041, -0.5629545672737408, -0.39204568255681954, 0.4120698197928242]]"
Iteration 87,"[[-1.2829945102468026, -0.7019998599648414, -0.9177746502782125, 0.4091233863087173, 0.1478261908743958], [0.3443299638672495, 0.5008640411618158, -0.5632960721886588, -0.392421216594195, 0.41397760074537276]]"
Iteration 88,"[[-1.2824768616791764, -0.697539670089953, -0.9160731606885271, 0.4156018852677331, 0.15387822934391873], [0.3448023915345231, 0.5005185743553174, -0.5636726604254837, -0.39278198894761196, 0.41584770563393075]]"
Iteration 89,"[[-1.2819678638777663, -0.6931001822974145, -0.9143604115857498, 0.42208049477687326, 0.1599353085942653], [0.34518986049483746, 0.5001761779589501, -0.5640619312880395, -0.39312820518297736, 0.417677928854398]]"
Iteration 90,"[[-1.2814468519874664, -0.6886661208925261, -0.9126142898417777, 0.4285535675772849, 0.16599735015594388], [0.3456044021886066, 0.49981247932333867, -0.5644489315614761, -0.3934536644828847, 0.4194673183806677]]"
Iteration 91,"[[-1.2809200770890536, -0.6842054127334526, -0.9109252369865962, 0.4350278580934908, 0.17206807813699224], [0.34607199083921464, 0.49934921270701293, -0.5648236978389025, -0.3937649080882142, 0.42122210370036384]]"
Iteration 92,"[[-1.28031873231515, -0.6797410945230064, -0.9091575761687736, 0.4414871421218996, 0.17814922282131032], [0.3464332462517352, 0.4988992897198793, -0.5651963105976642, -0.39404453668674216, 0.4229455773407476]]"
Iteration 93,"[[-1.2796603190907947, -0.6752395555426729, -0.9074019591126543, 0.4479488869625647, 0.1842407390768948], [0.34679332365938675, 0.49843049191888406, -0.5655691252452651, -0.39430934438084453, 0.424638144967641]]"
Iteration 94,"[[-1.2789742633306433, -0.6707176813605646, -0.9056619351008959, 0.45442168220438395, 0.19033147343066617], [0.34725832864991685, 0.4978505273012307, -0.5659139704163523, -0.3945687638379083, 0.4262801073255566]]"
Iteration 95,"[[-1.2783108446638303, -0.6661635766376479, -0.9038920399954525, 0.460900168873608, 0.19642343477667615], [0.3477084032505447, 0.49731679593979267, -0.5662368248631724, -0.39481844730986215, 0.4278732823534521]]"
Iteration 96,"[[-1.2776694825041468, -0.6616367285645568, -0.9021800319954563, 0.467377074641039, 0.2025260288266682], [0.34814401047389054, 0.4968275842950252, -0.5665494556242928, -0.3950513786732925, 0.4294329443134393]]"
Iteration 97,"[[-1.2769999468741315, -0.6570776250839621, -0.9004380214800097, 0.4738615239007202, 0.20862899847729782], [0.34869341290307465, 0.4962978013435895, -0.5668342716831877, -0.39527693386313584, 0.43094183328696845]]"
Iteration 98,"[[-1.2762789966417356, -0.6524627347359784, -0.8986198795415687, 0.48034022509937974, 0.2147369419053124], [0.34924623384690945, 0.4957662953871127, -0.5671146900787845, -0.39548208807595747, 0.43240649422562966]]"
Iteration 99,"[[-1.2755822297147459, -0.6478392922220179, -0.8968612034805049, 0.4868216894777551, 0.220855800236334], [0.3497812813511967, 0.4951972643204974, -0.5673862590134322, -0.3956749839567903, 0.4338365408925161]]"
Iteration 100,"[[-1.2748362810953453, -0.643172954646919, -0.895068613240219, 0.49329133920074847, 0.2269861349087242], [0.3503263711043506, 0.4945720136825804, -0.5676729459885044, -0.39584079360847646, 0.4352335996163227]]"
Iteration 101,"[[-1.2740825889560017, -0.6384790580222016, -0.8932668194519187, 0.4997460528914891, 0.23313127763817654], [0.3508835833817282, 0.4938707633240385, -0.5680000008728625, -0.39597483516450394, 0.4366039772722599]]"
Iteration 102,"[[-1.273353925358297, -0.6338264355729565, -0.8915240943864966, 0.5061306575161867, 0.2392852875097484], [0.3514228967912492, 0.4931398826603598, -0.5683165227975535, -0.39601865939676123, 0.4379394835713131]]"
Iteration 103,"[[-1.2725792112696501, -0.6291545928572913, -0.8897542440640848, 0.5124389601464318, 0.24543912181025151], [0.35199574132281436, 0.4924087319767128, -0.5686184074465661, -0.3960363329589696, 0.4392260844310248]]"
Iteration 104,"[[-1.271821581654288, -0.6245103501275486, -0.8879977008526827, 0.5186131129939571, 0.2516096183695279], [0.35252931013711736, 0.4916233127193513, -0.5689218153696993, -0.39602471894031926, 0.440489341258904]]"
Iteration 105,"[[-1.2710527270326955, -0.619876923670742, -0.8863035601524946, 0.5245891243193643, 0.25778424648684106], [0.3530698044296903, 0.49081143144036066, -0.5692041805702838, -0.3960511798043589, 0.44171150662352804]]"
Iteration 106,"[[-1.2702438230781716, -0.6152271759281996, -0.8845475797607282, 0.5304265086577495, 0.2639750018079936], [0.3535576966040559, 0.4899569072484487, -0.5694913650950616, -0.39608393119544105, 0.4429108200419479]]"
Iteration 107,"[[-1.2694260284014598, -0.6105628416407209, -0.8828054692572286, 0.5361385958063153, 0.2701631798627122], [0.3540428097711229, 0.48910764998183315, -0.5697534399985069, -0.3961535866847194, 0.4440605795015887]]"
Iteration 108,"[[-1.2685609428050841, -0.6058121656229463, -0.8810946928716674, 0.5416933599273701, 0.2763731135072995], [0.3545778035008548, 0.48811049551667984, -0.5699680695878038, -0.3962182615977482, 0.4451961068365499]]"
Iteration 109,"[[-1.2677238865872031, -0.6010609640873595, -0.8793533414817234, 0.5471459084333944, 0.28259587124386687], [0.3550940129690504, 0.48716200681255173, -0.5701564917112608, -0.3962768474563159, 0.4463068079059707]]"
Iteration 110,"[[-1.2668803967473947, -0.5963278418740319, -0.8776731281932623, 0.5524277043836513, 0.2888170707273186], [0.3556307657752319, 0.4862741524006792, -0.5703296049658697, -0.39636986137253877, 0.4473728730833739]]"
Iteration 111,"[[-1.2659457162859693, -0.5915604794635186, -0.8759058106846271, 0.5576256185297679, 0.29504287548095803], [0.3561191231329311, 0.4855167706798095, -0.5705179112918161, -0.3964835353269862, 0.4484023154386658]]"
Iteration 112,"[[-1.2650420307187655, -0.5867793844736212, -0.87419648768315, 0.5626376248767568, 0.3012642685123791], [0.356592170825685, 0.4847976249741324, -0.5707003204789126, -0.39664623140499045, 0.4493822825604777]]"
Iteration 113,"[[-1.2641205242935565, -0.5819709155255071, -0.8724694859747457, 0.5675461308470976, 0.3075041613797161], [0.35705757027425994, 0.4840404580395928, -0.5708553942488325, -0.39681137458651394, 0.45034393361672387]]"
Iteration 114,"[[-1.263195440729994, -0.5771427627317025, -0.8707981927385635, 0.572294720112728, 0.3137498037851981], [0.3575315750988482, 0.4832281703544905, -0.5710079938060474, -0.397002409712084, 0.45127159021121926]]"
Iteration 115,"[[-1.2622179428959954, -0.5722848558638066, -0.8691038293771207, 0.5769618942759119, 0.32003171512925754], [0.35800508259999003, 0.48230805198127863, -0.5711390815845044, -0.3971442672915829, 0.4522077381489335]]"
Iteration 116,"[[-1.2612381175523193, -0.5674026406025277, -0.8674654587239934, 0.5814594978177552, 0.32633968399370605], [0.35848941703022214, 0.48124970084815505, -0.5712653497413142, -0.3972633644576281, 0.4531432388013285]]"
Iteration 117,"[[-1.2601984840042795, -0.5625760734052973, -0.865763401155627, 0.585862613215187, 0.33265077974903295], [0.3589309201068976, 0.4802772443519384, -0.5714012876766426, -0.39739412702952104, 0.45405040350270787]]"
Iteration 118,"[[-1.2591548750523394, -0.5578309808525119, -0.8641466540683286, 0.5901014863003475, 0.33888171687256574], [0.3593572927470344, 0.47929445573187157, -0.5715639082658489, -0.39756812447552337, 0.45481736721466803]]"
Iteration 119,"[[-1.2580620465093943, -0.5530762254056691, -0.8625164580427171, 0.5942988783028206, 0.34509176538685393], [0.3598132364998055, 0.47841354404189235, -0.5716678410536421, -0.3977734597421036, 0.4555114213951945]]"
Iteration 120,"[[-1.2570344495886339, -0.5482863441710014, -0.8608915056087916, 0.5983549198571068, 0.35127105828511035], [0.36020330334592776, 0.4776688331926455, -0.5718124880586137, -0.3980281978421537, 0.4561167983174466]]"
Iteration 121,"[[-1.255924642163726, -0.5434106116918327, -0.8592317795692538, 0.6023603152683932, 0.35744967578296744], [0.3605833957274645, 0.4769958437625224, -0.571944371126572, -0.39833847483434603, 0.45666833053278133]]"
Iteration 122,"[[-1.2548524989549725, -0.5384444884570909, -0.857625204748971, 0.6062079587826682, 0.36363093035033356], [0.360955291966638, 0.47627320916334903, -0.572075475399967, -0.3987002538315856, 0.45717005272228034]]"
Iteration 123,"[[-1.253776664460815, -0.5333379229407439, -0.8560344380611917, 0.6099969862858096, 0.36990483647250294], [0.3613447707651961, 0.4752526854632547, -0.5721701562831808, -0.39900033060790446, 0.4577342456668747]]"
Iteration 124,"[[-1.2526951818085452, -0.5282989994525904, -0.8544917423150317, 0.6136682483261386, 0.37602740298547066], [0.36172405906148486, 0.4742109401845344, -0.5722889339467724, -0.39930107617269806, 0.4582152219345496]]"
