Number of Iterations: 259
X Poses,Y Poses
Iteration 60,"[[1.2965165410613506, 0.8609509528384138, 0.9869210663207297, -0.07785851963793164, 0.1627887139520216], [0.2965310361930388, 0.5044590747238223, -0.5520056610845979, -0.33969195486090453, 0.31474020110678325]]"
Iteration 61,"[[1.2956467542648404, 0.8568093823163382, 0.9853094296455162, -0.0823241624252804, 0.1568750392758224], [0.29643716319201174, 0.5058778028278019, -0.5528747414312818, -0.33918401237331336, 0.3166839375275916]]"
Iteration 62,"[[1.2947485507569254, 0.85264061569162, 0.9837505509463241, -0.0868273776678812, 0.1509407052588206], [0.2964246018759452, 0.5072448997009527, -0.553715994146692, -0.3385551702231252, 0.31859814229090555]]"
Iteration 63,"[[1.2938251594402945, 0.8484252568907107, 0.9820457649928371, -0.0913932621413792, 0.14498367488877678], [0.29633886422611333, 0.5085089145592142, -0.55456385578956, -0.3378000367560658, 0.32048913729300393]]"
Iteration 64,"[[1.2928816138524644, 0.8442229886746406, 0.980396738987106, -0.09603701203705392, 0.13900647507677003], [0.2962475950818817, 0.5097680008108973, -0.5553846624765335, -0.33695409760354006, 0.32235447816593915]]"
Iteration 65,"[[1.2919100394267278, 0.8399431909182977, 0.9787822808878779, -0.10076828065536689, 0.13301042293414408], [0.2961323037832163, 0.5110853532843627, -0.5561333333007308, -0.3360377505760883, 0.32419372496811844]]"
Iteration 66,"[[1.290902930260305, 0.8356858485231887, 0.9770864077195001, -0.10559696161043274, 0.12699583968928152], [0.2959754611267534, 0.5123730589102433, -0.556875078135193, -0.33504789125665274, 0.32600821404584057]]"
Iteration 67,"[[1.289936031865927, 0.8314178687775082, 0.9754459928535834, -0.11052190416858668, 0.12096343540842033], [0.2959355823855547, 0.5135468271941287, -0.5575931457812441, -0.33401478095570186, 0.32779854022500815]]"
Iteration 68,"[[1.2889602639611226, 0.827159938679754, 0.9737999168819175, -0.11554632913445426, 0.11491055820412371], [0.2959166630402847, 0.5145165150247558, -0.5583517824538946, -0.33293954241050194, 0.3295716502352644]]"
Iteration 69,"[[1.2880057591161747, 0.8228628499149786, 0.9721240186373372, -0.12066367927398286, 0.10884600194377328], [0.295971380879729, 0.5154981118341752, -0.5590672999424552, -0.33184743799492267, 0.33131353508405825]]"
Iteration 70,"[[1.287034094824941, 0.8184739505525834, 0.970502968298077, -0.12586723539681216, 0.10276963826097166], [0.2961137692043813, 0.5163433597565702, -0.5597598518735065, -0.33075680272470404, 0.33302511569548454]]"
Iteration 71,"[[1.2860919753137479, 0.814150619693134, 0.9688076814531347, -0.13116679824912328, 0.09667206888148902], [0.2961722994319731, 0.5171769407772457, -0.5604392572573152, -0.32964037656939954, 0.3347243807932249]]"
Iteration 72,"[[1.2851812901573552, 0.8097771915995383, 0.967055912814502, -0.1365496909079279, 0.09056279414973079], [0.29622927548522837, 0.5180092575674966, -0.5610292918077134, -0.32852413610471326, 0.33639694850068524]]"
Iteration 73,"[[1.2842551198922978, 0.8054292758722252, 0.9653102241095927, -0.14201542157391864, 0.08443740054040136], [0.2962843568784046, 0.518740705342647, -0.5616355876568128, -0.32740397871439103, 0.3380515930037985]]"
Iteration 74,"[[1.283313280848369, 0.8011361479474003, 0.9635328799031845, -0.14755666061296524, 0.07830149752034656], [0.2964334213320587, 0.5194520062506661, -0.5622294465517852, -0.3262892624986282, 0.33968024029666943]]"
Iteration 75,"[[1.2823400016464908, 0.7967057628467071, 0.9617760182734711, -0.1531634646773301, 0.0721553934358697], [0.29663672758123205, 0.5200639215617963, -0.5627765966556759, -0.32519354262913697, 0.34128307975583805]]"
Iteration 76,"[[1.2813291196232401, 0.7923281408927796, 0.9599809061971499, -0.15883558306109616, 0.06600005727272973], [0.29684860517076506, 0.5206287355226284, -0.5633905245789681, -0.3241113444686403, 0.34285913396886125]]"
Iteration 77,"[[1.280275061926545, 0.7878483746378012, 0.9581706507278396, -0.1645629365982958, 0.05983341106375611], [0.29697553305337954, 0.5210627615770552, -0.5640050413758871, -0.32305497777501113, 0.3444124948430082]]"
Iteration 78,"[[1.2792309944934606, 0.7833169995709082, 0.9563332959024233, -0.17034657382680976, 0.05365927211335242], [0.2971398928035807, 0.5215625323150364, -0.5645939598478678, -0.32201711374995723, 0.34593768136318537]]"
Iteration 79,"[[1.2781884754238129, 0.7788482500461357, 0.9545111000746982, -0.17618974181133365, 0.047470159155383315], [0.2973233158064572, 0.5220039440053728, -0.565169314770871, -0.32098650931446365, 0.3474474914001727]]"
Iteration 80,"[[1.2771810310303877, 0.7743456862623602, 0.9527080322923648, -0.18208170991664566, 0.041270818743074346], [0.29759996741180905, 0.5223753029280902, -0.5657109575189577, -0.3199747934054558, 0.3489358137504964]]"
Iteration 81,"[[1.2761661810588074, 0.7698589131343366, 0.9509152601765052, -0.1880236103404166, 0.03505902944488108], [0.29787460115552045, 0.5227429471533264, -0.5662569323075914, -0.31897492257982396, 0.35040717977903274]]"
Iteration 82,"[[1.2751774832924458, 0.7653883727507094, 0.9491369151579379, -0.19401103186862056, 0.028835412117247966], [0.2982215579563076, 0.5230242772813657, -0.5667865231823123, -0.317988387470374, 0.351861926777895]]"
Iteration 83,"[[1.274157774815472, 0.7608702475010285, 0.9472625860293032, -0.20004792883750863, 0.02259337461644733], [0.29861044013268734, 0.5232566683788803, -0.5672229398592588, -0.3170039979276995, 0.3533119683847841]]"
Iteration 84,"[[1.27317206752666, 0.7563881799140426, 0.9454495363859419, -0.2061218670817439, 0.0163416168755246], [0.29898730719990124, 0.5234757253679648, -0.5676454689718309, -0.3160348339067884, 0.3547459770955831]]"
Iteration 85,"[[1.272196821363058, 0.7518649618279646, 0.9436012736531887, -0.21223278736186943, 0.010079240701704253], [0.29950139934613845, 0.5235610679757258, -0.5680854835103122, -0.3150767116775527, 0.35616635674724473]]"
Iteration 86,"[[1.2711842787244196, 0.7473591726743664, 0.9417069331912117, -0.21837785023655568, 0.0038092839373692067], [0.2998976971825926, 0.5236762961712028, -0.5685365828194896, -0.3141294205267673, 0.3575694986572892]]"
Iteration 87,"[[1.2701686178129017, 0.7428351017219986, 0.9398322033108367, -0.22454350186950783, -0.0024630814713594226], [0.30039557362280944, 0.5237336765221251, -0.5689664706577053, -0.3132083840819485, 0.358947933070657]]"
Iteration 88,"[[1.269172551076309, 0.7382819656412362, 0.9379305571207583, -0.2307272074004497, -0.00873439674785497], [0.3009458922569217, 0.5237067519608622, -0.5693851521351162, -0.3123149168452095, 0.3602959447191812]]"
Iteration 89,"[[1.2681720884266756, 0.7337306580370816, 0.9360453005082315, -0.23692582717930627, -0.015000632922999628], [0.3014911003673981, 0.523695750545852, -0.569799652239962, -0.3114514443270566, 0.3616063450738887]]"
Iteration 90,"[[1.2671832749582734, 0.7291535781033855, 0.9341307141773145, -0.24314767102215995, -0.021270423901596225], [0.30207049422421095, 0.5236635396556736, -0.5702152501191071, -0.31060496033315654, 0.3628906274324153]]"
Iteration 91,"[[1.266161556793394, 0.7245605011011991, 0.9321967890894283, -0.24938678212244444, -0.027538676950177816], [0.3026783844426424, 0.5235797570710542, -0.5705923760681585, -0.30978085422158574, 0.364140940998446]]"
Iteration 92,"[[1.2651298339204462, 0.7200622551330619, 0.9303262165954689, -0.2556425181205219, -0.03380376642230082], [0.3032630691240001, 0.5235277019960842, -0.5709573914632419, -0.3089780562215588, 0.36535382674415384]]"
Iteration 93,"[[1.2640913249297827, 0.7154764711158428, 0.9284275729261033, -0.26192026846740624, -0.0400804208837233], [0.30393648693946945, 0.5234015737630955, -0.5713171895556085, -0.3081875371755935, 0.3665499270878872]]"
Iteration 94,"[[1.2631123333789478, 0.7108915466455648, 0.9264374635968633, -0.26823089603727585, -0.04638031496524609], [0.3045020308513682, 0.5232077474637423, -0.5716209625560946, -0.30739237418338367, 0.3677477291891421]]"
Iteration 95,"[[1.2621604933809822, 0.706357665575693, 0.9244251927298958, -0.27455934263142423, -0.05268525200583023], [0.3051445126519981, 0.5230188461258969, -0.5719139372779745, -0.3066079472422852, 0.36892390374162937]]"
Iteration 96,"[[1.2611851604320559, 0.7017864159232396, 0.9224788119406218, -0.28090371980103873, -0.05900169749479148], [0.30584065346906286, 0.5227718077045693, -0.572197566533986, -0.30583452566114033, 0.3700880838742431]]"
Iteration 97,"[[1.2601927157690151, 0.6973197246805074, 0.9205017045344984, -0.28727147640795514, -0.06532665364232816], [0.3064948911537842, 0.5225767738457416, -0.5725019429238521, -0.3050606331402218, 0.3712373066751079]]"
Iteration 98,"[[1.2591944305729372, 0.6927667947559807, 0.9185037605799145, -0.2936512575861425, -0.07165976427009177], [0.3072455709333157, 0.5223045090555158, -0.5727876473953221, -0.30429766352985554, 0.37237193915097433]]"
Iteration 99,"[[1.2582290592003609, 0.6882388519951799, 0.916478562273251, -0.300048349389571, -0.07800379619652975], [0.3079722218211789, 0.5219417512490858, -0.5730859919150525, -0.3035374926831523, 0.37349675824805095]]"
Iteration 100,"[[1.257235849473038, 0.6836784825293537, 0.9144816361563589, -0.3064469511916722, -0.08434732682339584], [0.3087392440385896, 0.5216153588102671, -0.5733493065307254, -0.30279772178927616, 0.3745969374491752]]"
Iteration 101,"[[1.256275433044008, 0.6790951426424989, 0.9125043511436512, -0.3128534592303719, -0.09069772970203879], [0.30948164178327764, 0.5211793382149335, -0.5736131273881065, -0.30207041243927113, 0.37568225498959257]]"
Iteration 102,"[[1.2552922487515352, 0.6744551811628249, 0.9105008783890646, -0.3192646183005797, -0.09704936955895628], [0.3103064145262407, 0.5207252824029993, -0.5738808272518844, -0.3013587111825679, 0.3767455021149592]]"
Iteration 103,"[[1.2543200734340132, 0.6698266733833389, 0.908510382546018, -0.32567792551487135, -0.10339761990192142], [0.311149888880443, 0.5201509121799475, -0.5741526961096137, -0.3006652746649998, 0.3777799954569745]]"
Iteration 104,"[[1.253311628829739, 0.6652031527503364, 0.90649548725869, -0.3321004793286614, -0.10974799157982841], [0.3119978499397836, 0.5195881768539397, -0.5744222179658779, -0.2999813188441675, 0.3787923125042152]]"
Iteration 105,"[[1.2523258275615634, 0.6606083285370424, 0.9045467836030627, -0.3385180699716712, -0.1160899208782526], [0.31290580352923325, 0.5190311074820885, -0.5746827561448822, -0.2993230694627513, 0.3797678893648792]]"
Iteration 106,"[[1.251295680967217, 0.6560120335911517, 0.9025690163062496, -0.34494511232854896, -0.12243414773492037], [0.3137083750212021, 0.5184597242548311, -0.5749394259467108, -0.29867396240258226, 0.38071953118680835]]"
Iteration 107,"[[1.2502309147916693, 0.6513953107250567, 0.9005679360671177, -0.3513771799690483, -0.12877856675997512], [0.31452277394307526, 0.5179121753088708, -0.5751861351263887, -0.2980381989545373, 0.38164432199401516]]"
Iteration 108,"[[1.2491613835809958, 0.64678886336372, 0.8985374746647076, -0.3578280212374178, -0.13513918458439755], [0.31543195412541825, 0.5172428579261872, -0.5754529904633002, -0.29739876106287627, 0.3825632795429391]]"
Iteration 109,"[[1.248127236935555, 0.6421885560103004, 0.8965737917552641, -0.3642852533228226, -0.14150974270956868], [0.3163117052590487, 0.5165943787981919, -0.5757108258407748, -0.2967679404820371, 0.38347018058949045]]"
Iteration 110,"[[1.2471272681170944, 0.6376366124317744, 0.8945880138341671, -0.3707568910478595, -0.14788962747219347], [0.3171629282877228, 0.5159281559256659, -0.5759513192036378, -0.29613545068228075, 0.3843653693731094]]"
Iteration 111,"[[1.246164731418745, 0.6331343139739521, 0.8925432892051913, -0.3772443474171958, -0.15428137959582838], [0.3179113740751888, 0.5152403796863074, -0.5762330874971919, -0.29549768931322445, 0.3852532586312915]]"
Iteration 112,"[[1.2451638786901182, 0.6285171679829102, 0.8904807133018962, -0.38371902748838865, -0.16067397927089255], [0.3188032216353439, 0.5144678870783883, -0.5764877715068257, -0.29488628489601004, 0.3861209681506815]]"
Iteration 113,"[[1.2441212473861483, 0.6239319991593241, 0.8884860088993013, -0.39019678321629303, -0.16707175598218943], [0.31967342545436916, 0.5137068298585107, -0.5767388913343361, -0.2942845522330971, 0.38697391902677275]]"
Iteration 114,"[[1.2431120755390719, 0.6193170576191613, 0.8864650695591282, -0.39666527916426203, -0.17346272274065436], [0.3205153286751623, 0.5130172616045013, -0.5769946196314618, -0.29370665460388967, 0.3877971359485661]]"
Iteration 115,"[[1.2420511746880862, 0.6146393882074228, 0.8844270546160056, -0.40313468949838493, -0.17985745256427693], [0.3214449423062737, 0.5122540439046877, -0.5772191273251173, -0.2931421560077908, 0.3886028335922196]]"
Iteration 116,"[[1.240996828060528, 0.6099503476056083, 0.8823658317277645, -0.409601552725472, -0.1862488478284096], [0.32238424046340597, 0.5114618650044522, -0.5774421597430777, -0.29259508848868887, 0.3893822389424369]]"
Iteration 117,"[[1.2399772966700775, 0.6053275883744957, 0.8803350506315357, -0.41606630267023914, -0.19263323389328085], [0.323292902989019, 0.5106408040802999, -0.5776264628389894, -0.2920654361605071, 0.39012992497134547]]"
Iteration 118,"[[1.2389033462807932, 0.6006860711062931, 0.8783264489090916, -0.4225297596542805, -0.19901643820139697], [0.32414457597300417, 0.5099158611253123, -0.5778059660680512, -0.2915526738530251, 0.3908519162971771]]"
Iteration 119,"[[1.2378432495456633, 0.5960876805794856, 0.8762952445543057, -0.4289974171060551, -0.20539682147597155], [0.3250344574824887, 0.5091819619571963, -0.5779782313728252, -0.29105079838374853, 0.3915457289345884]]"
Iteration 120,"[[1.2367482453254914, 0.5915007262456939, 0.8742356490652332, -0.4354817348251535, -0.21179256502975363], [0.3259402314836586, 0.5084281412444911, -0.5781714677869875, -0.2905451116135141, 0.3922332236249699]]"
Iteration 121,"[[1.2356908084102276, 0.5869245161279021, 0.8722038733505393, -0.4419726643171557, -0.21819990866675476], [0.326816460884073, 0.5076703661514956, -0.5783376977048404, -0.2900448678236648, 0.392911696130728]]"
Iteration 122,"[[1.2346159760892124, 0.5823193781107031, 0.8701918721613509, -0.4484709927904172, -0.2246222593568189], [0.3277604587510722, 0.5068535367849956, -0.578510495971575, -0.2895483579255101, 0.3935867283025217]]"
Iteration 123,"[[1.23350420232072, 0.5777338803667535, 0.8681525109806266, -0.4549861952065656, -0.23106065170685333], [0.328703826504461, 0.5059992031264715, -0.5786965151817599, -0.28904392286311575, 0.3942615047807023]]"
Iteration 124,"[[1.2324122958825283, 0.5731324168150294, 0.8660947222225179, -0.4614890934117395, -0.23749920348045653], [0.3296924824291234, 0.5050807812328059, -0.5788633349432196, -0.28856222123904, 0.3949188975875681]]"
Iteration 125,"[[1.2313178811680823, 0.5684792762210404, 0.8640975709945692, -0.4679692299745914, -0.2439282782286698], [0.3306537597115893, 0.5041742552695881, -0.5790457337501134, -0.2881168133826225, 0.3955471276501375]]"
